comp,value_count,average_placement,group,grp_count,grp_placement
"Anivia, Ashe, Hecarim, Karma, Nunu, Ornn, Sejuani, Twitch, Volibear",1,1.0,65,18,4.416666666666667
"DragonPurple, Heimerdinger, Lulu, Ryze, Sona, Sylas, TrainerDragon, Yasuo, Zoe",1,1.0,56,78,4.312109187109187
"DragonGold, DragonPurple, Kayn, Pyke, Sylas, Thresh, Yasuo",1,1.0,66,1,1.0
"Anivia, Ashe, DragonGreen, Lulu, Neeko, Soraka, Talon, Varus",1,1.0,18,1288,4.451359161763066
"Bard, DragonBlue, Gnar, Neeko, Nunu, Sejuani, Soraka, Yasuo",1,1.0,4,1193,3.536269609823293
"DragonGold, DragonPurple, Ornn, Pyke, Shen, Sylas, Thresh",1,1.0,67,2,2.0
"Anivia, Ashe, DragonGreen, Gnar, Neeko, Soraka, Volibear",1,1.0,18,1288,4.451359161763066
"Bard, DragonBlue, Gnar, Hecarim, Neeko, Nunu, Soraka, Yasuo",1,1.0,4,1193,3.536269609823293
"Bard, DragonBlue, Gnar, Lulu, Neeko, Soraka, Talon, Yasuo",1,1.0,4,1193,3.536269609823293
"DragonGold, Elise, Neeko, Nidalee, Pyke, Talon, Thresh, Yasuo",1,1.0,68,2,3.0
"DragonPurple, Heimerdinger, Lulu, Nami, Sylas, TrainerDragon, Twitch, Varus, Yasuo",1,1.0,69,1,1.0
"Aatrox, Bard, Corki, DragonGold, Kayn, Sona, Volibear, Zoe",1,1.0,70,5,2.4444444444444446
"Anivia, Ashe, DragonGreen, Gnar, Lulu, Neeko, Ornn, Qiyana",1,1.0,18,1288,4.451359161763066
"Bard, DragonBlue, Nunu, Sejuani, Soraka, Yasuo, Yone, Zoe",1,1.0,71,1,1.0
"Anivia, Ashe, DragonGreen, Gnar, Lulu, Neeko, Soraka, Zoe",1,1.0,72,9,3.5625
"Bard, DragonBlue, Nunu, Ornn, TahmKench, Yasuo, Yone",1,1.0,4,1193,3.536269609823293
"Anivia, Ashe, DragonGreen, Gnar, Lulu, Neeko, Ryze, Soraka",1,1.0,18,1288,4.451359161763066
"Aatrox, Bard, DragonGold, Hecarim, Soraka, Volibear, Xayah, Yasuo, Zoe",1,1.0,54,28,2.9434782608695653
"Aatrox, Bard, DragonGold, Hecarim, Kayn, Xayah, Yasuo, Zoe",1,1.0,54,28,2.9434782608695653
"Aatrox, Bard, DragonGold, Hecarim, Kayn, Volibear, Xayah, Zoe",1,1.0,54,28,2.9434782608695653
"Bard, DragonBlue, Gnar, Hecarim, Leona, Neeko, Nunu, Soraka, Yasuo, Yone",1,1.0,4,1193,3.536269609823293
"Ashe, Gnar, Neeko, Sett, Shen, Shyvana, Swain, Yasuo",2,1.0,10,759,4.657793240418274
"DragonPurple, Ezreal, Illaoi, Lulu, Nami, Ryze, Sylas, Varus",1,1.0,73,28,4.485294117647059
"Bard, DragonBlue, Hecarim, Nunu, Ornn, Shen, Soraka, Yasuo",1,1.0,4,1193,3.536269609823293
"Aatrox, DragonGold, Kayn, Pyke, Ryze, Thresh, Yasuo, Zoe",1,1.0,74,60,3.8095238095238098
"Anivia, Bard, DragonGreen, Gnar, Lulu, Neeko, Ornn, Soraka",1,1.0,18,1288,4.451359161763066
"Bard, DragonBlue, Hecarim, Lulu, Nunu, Soraka, Yasuo",1,1.0,4,1193,3.536269609823293
"Bard, DragonBlue, Hecarim, Lulu, Nunu, Soraka, Yasuo, Yone",1,1.0,4,1193,3.536269609823293
"Aatrox, DragonGold, Kayn, Pyke, Ryze, Sylas, Yasuo, Zoe",1,1.0,74,60,3.8095238095238098
"Aatrox, DragonGold, Kayn, Pyke, Shen, Swain, Volibear, Zoe",1,1.0,74,60,3.8095238095238098
"DragonPurple, Illaoi, Pyke, Skarner, Sylas, Thresh, Twitch, Varus",1,1.0,12,190,3.9604078264969353
"Aatrox, DragonGold, Kayn, Sylas, Volibear, Xayah, Yasuo, Zoe",1,1.0,74,60,3.8095238095238098
"Bard, DragonBlue, Olaf, Ornn, Sona, Soraka, TahmKench, Yasuo",1,1.0,75,1,1.0
"Anivia, Bard, DragonGreen, Gnar, Lulu, Neeko, Sejuani, Talon, Thresh",1,1.0,18,1288,4.451359161763066
"Anivia, Bard, DragonGreen, Gnar, Lulu, Neeko, Sejuani, Talon",1,1.0,18,1288,4.451359161763066
"DragonPurple, LeeSin, Ornn, Qiyana, Ryze, Sylas, Talon, Zoe",1,1.0,2,11,4.090909090909091
"Aatrox, DragonGold, Kayn, LeeSin, Qiyana, Volibear, Zoe",1,1.0,74,60,3.8095238095238098
"Bard, DragonBlue, DragonGold, DragonGreen, Soraka, Yasuo",1,1.0,76,11,3.2222222222222223
"Bard, DragonBlue, DragonGold, DragonGreen, Thresh, Yasuo",1,1.0,76,11,3.2222222222222223
"Anivia, Bard, DragonGreen, Gnar, Lulu, Nami, Neeko, Soraka",1,1.0,18,1288,4.451359161763066
"Bard, DragonBlue, DragonGold, Hecarim, Nunu, Yasuo",1,1.0,77,1,1.0
"Anivia, Bard, DragonGreen, Gnar, Hecarim, Lulu, Neeko, Sejuani",1,1.0,18,1288,4.451359161763066
"Bard, DragonBlue, DragonGold, DragonPurple, Leona, Yasuo",1,1.0,78,5,2.25
"Bard, DragonBlue, DragonGold, DragonPurple, Leona, Sylas",2,1.0,78,5,2.25
"Bard, DragonBlue, DragonGold, DragonPurple, Sylas, Yasuo",1,1.0,78,5,2.25
"Ornn, Sejuani, Shen, Shyvana, Swain, Talon, Twitch, Xayah",1,1.0,79,10,5.642857142857143
"Bard, DragonBlue, LeeSin, Leona, Neeko, Nunu, Yasuo, Yone",1,1.0,4,1193,3.536269609823293
"Anivia, Bard, DragonGreen, Gnar, Neeko, Ornn, Yasuo",1,1.0,18,1288,4.451359161763066
"Anivia, Bard, DragonGreen, Gnar, Neeko, Ornn, Soraka",1,1.0,18,1288,4.451359161763066
"Ornn, Shen, Sylas, Talon, Thresh",1,1.0,80,1,1.0
"Aatrox, DragonGold, Volibear, Yasuo",1,1.0,81,1,1.0
"DragonPurple, Ezreal, Illaoi, Ornn, Sylas, Thresh, Varus",1,1.0,82,1,1.0
"Bard, DragonBlue, Hecarim, Lulu, Nunu, Sejuani, Soraka, Yasuo",1,1.0,4,1193,3.536269609823293
"Aatrox, DragonGold, Kayn, Ornn, Qiyana, Volibear, Yasuo, Zoe",1,1.0,74,60,3.8095238095238098
"Anivia, Ashe, Bard, DragonGreen, Gnar, Karma, Neeko, Soraka, Yasuo",1,1.0,18,1288,4.451359161763066
"DragonPurple, Ezreal, Illaoi, Ornn, Sylas, Varus, Zoe",1,1.0,83,4,1.5
"Anivia, Karma, LeeSin, Ornn, Shen, Soraka, Swain, Volibear, Yasuo",1,1.0,61,49,4.416397849462365
"Aatrox, Braum, DragonGold, Kayn, Volibear, Xayah, Yasuo, Zoe",1,1.0,74,60,3.8095238095238098
"Aatrox, DragonGold, Soraka, Yasuo, Zoe",1,1.0,84,1,1.0
"Aatrox, DragonGold, Hecarim, Kayn, Talon, Twitch, Xayah, Zoe",1,1.0,85,1,1.0
"DragonPurple, Ezreal, Illaoi, Ornn, Pyke, Qiyana, Sylas, Varus",1,1.0,73,28,4.485294117647059
"Aatrox, DragonGold, Kayn, Talon, Volibear, Xayah, Yasuo, Zoe",1,1.0,74,60,3.8095238095238098
"Aatrox, DragonGold, Kayn, Soraka, Swain, Volibear, Yasuo, Zoe",1,1.0,74,60,3.8095238095238098
"Anivia, Bard, Corki, DragonGreen, Lulu, Neeko, Soraka, TrainerDragon, Tristana",1,1.0,18,1288,4.451359161763066
"Bard, DragonBlue, Hecarim, Leona, Nunu, Ornn, Shen, Yasuo",1,1.0,4,1193,3.536269609823293
"Aatrox, DragonGold, Kayn, Soraka, Volibear, Xayah, Yasuo, Zoe",1,1.0,74,60,3.8095238095238098
"Aatrox, DragonGold, Kayn, Ornn, Pyke, Volibear, Yasuo, Zoe",1,1.0,74,60,3.8095238095238098
"Aatrox, DragonGold, Kayn, Leona, Soraka, Talon, Yasuo, Zoe",1,1.0,86,1,1.0
"DragonPurple, Ezreal, Illaoi, Ornn, Soraka, Talon, Varus, Yasuo",1,1.0,87,1,1.0
"Bard, DragonBlue, Hecarim, Leona, Lulu, Nunu, Sejuani, Yasuo",1,1.0,4,1193,3.536269609823293
"Anivia, Bard, DragonGreen, Elise, Neeko, Soraka, Thresh",1,1.0,18,1288,4.451359161763066
"DragonPurple, Ezreal, Illaoi, Ornn, Twitch, Varus",1,1.0,12,190,3.9604078264969353
"DragonPurple, Ezreal, Illaoi, Olaf, Ornn, Shen, Sylas, Varus, Yasuo",1,1.0,25,655,4.47806193258104
"Anivia, Bard, DragonGreen, Elise, Gnar, Neeko, Nidalee, Skarner",1,1.0,18,1288,4.451359161763066
